"Story","Title","Result","Date","Stability","Duration (s)"
"Añadir producto al carrito","Añadir producto producto diferente al carrito y eliminarlo","ERROR","2024-04-22T17:46:26.7922455-05:00[America/Bogota]","0.0","10.35"
