"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar Sesion en un Sitio Web STORE","Iniciar Sesion con Credenciales Validas","PENDING","2024-04-17T21:53:30.1966816-05:00[America/Bogota]","0.0","0.26"
"Iniciar Sesion en un Sitio Web STORE","Iniciar Sesion con Credenciales Validas","PENDING","2024-04-17T21:28:50.1358407-05:00[America/Bogota]","0.0","0.16"
