"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de usuarios en DemoBlaze Aleatorios","Registro exitoso de un nuevo usuario de forma aleatoria","SUCCESS","2024-04-22T13:46:45.5005902-05:00[America/Bogota]","0.0","6.76"
