"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de usuarios en DemoBlaze Aleatorios","Registro exitoso de un nuevo usuario de forma aleatoria","PENDING","2024-04-18T12:49:29.0683264-05:00[America/Bogota]","0.0","0.26"
