"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de usuario y compra de producto exitoso","Registro de usuario y compra de producto","ERROR","2024-04-18T23:20:43.0642116-05:00[America/Bogota]","0.0","30.75"
