"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de usuarios en DemoBlaze Aleatorios","Registro exitoso de un nuevo usuario de forma aleatoria","ERROR","2024-04-18T21:44:34.6521637-05:00[America/Bogota]","0.0","11.94"
