"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de usuarios en DemoBlaze","Registro exitoso de un nuevo usuario","FAILURE","2024-04-18T02:28:29.4466229-05:00[America/Bogota]","0.0","30.82"
